node_id,node_type,lat,lon,city,region_id
C047522,customer,10.099422,105.766624,Can Tho,CTO
C008697,customer,9.987608,105.77134,Can Tho,CTO
C043579,customer,10.104407,105.723241,Can Tho,CTO
C015071,customer,10.026602,105.688911,Can Tho,CTO
C017232,customer,10.074675,105.75003,Can Tho,CTO
C001143,customer,9.995998,105.728622,Can Tho,CTO
C000523,customer,9.995018,105.687697,Can Tho,CTO
C035718,customer,10.032991,105.73998,Can Tho,CTO
C032114,customer,10.051077,105.80545,Can Tho,CTO
C030020,customer,10.091517,105.762985,Can Tho,CTO
C009642,customer,10.099891,105.783063,Can Tho,CTO
C041233,customer,10.10233,105.733819,Can Tho,CTO
C025831,customer,10.043771,105.686791,Can Tho,CTO
C018410,customer,9.987355,105.761782,Can Tho,CTO
C038305,customer,10.023758,105.722274,Can Tho,CTO
C000330,customer,10.017517,105.731288,Can Tho,CTO
C044559,customer,10.047309,105.68837,Can Tho,CTO
C022056,customer,10.022141,105.686189,Can Tho,CTO
C008731,customer,10.021937,105.709215,Can Tho,CTO
C039067,customer,10.000732,105.758874,Can Tho,CTO
C018756,customer,10.06142,105.768084,Can Tho,CTO
C029719,customer,9.993802,105.747447,Can Tho,CTO
C010008,customer,10.01364,105.686215,Can Tho,CTO
C048050,customer,9.996753,105.714696,Can Tho,CTO
C045577,customer,10.051872,105.773276,Can Tho,CTO
C026533,customer,10.061261,105.785221,Can Tho,CTO
C018172,customer,10.057897,105.705472,Can Tho,CTO
C023140,customer,10.016258,105.703854,Can Tho,CTO
C018033,customer,10.092991,105.725191,Can Tho,CTO
C030458,customer,9.997255,105.768218,Can Tho,CTO
C008285,customer,9.991417,105.691549,Can Tho,CTO
C037869,customer,10.049334,105.752227,Can Tho,CTO
C011407,customer,10.019512,105.703912,Can Tho,CTO
C004763,customer,10.085336,105.727664,Can Tho,CTO
C035702,customer,10.101724,105.762745,Can Tho,CTO
C027449,customer,10.093424,105.789578,Can Tho,CTO
C031128,customer,10.024622,105.800482,Can Tho,CTO
C000413,customer,10.043615,105.743429,Can Tho,CTO
C027936,customer,9.997033,105.802394,Can Tho,CTO
C046792,customer,10.096908,105.761938,Can Tho,CTO
C036095,customer,10.020494,105.752372,Can Tho,CTO
C007865,customer,10.017579,105.694797,Can Tho,CTO
C007376,customer,10.067379,105.73142,Can Tho,CTO
C004268,customer,10.055093,105.794885,Can Tho,CTO
C040212,customer,10.100975,105.68854,Can Tho,CTO
C048519,customer,10.04835,105.764811,Can Tho,CTO
C037966,customer,10.035944,105.799132,Can Tho,CTO
C031760,customer,10.088511,105.737695,Can Tho,CTO
C013441,customer,10.071171,105.718401,Can Tho,CTO
C049464,customer,10.084357,105.74366,Can Tho,CTO
C013749,customer,10.061164,105.786515,Can Tho,CTO
C023102,customer,10.046356,105.74311,Can Tho,CTO
C033026,customer,10.03014,105.699245,Can Tho,CTO
C014522,customer,10.100786,105.790184,Can Tho,CTO
C012480,customer,10.033525,105.757519,Can Tho,CTO
C006783,customer,9.996268,105.779737,Can Tho,CTO
C002079,customer,10.075221,105.758314,Can Tho,CTO
C005362,customer,10.091811,105.693689,Can Tho,CTO
C016810,customer,10.057568,105.779042,Can Tho,CTO
C040787,customer,10.015805,105.780171,Can Tho,CTO
C025836,customer,10.035985,105.714154,Can Tho,CTO
C007401,customer,9.998064,105.761325,Can Tho,CTO
C029464,customer,10.102075,105.752312,Can Tho,CTO
C003658,customer,10.013269,105.794944,Can Tho,CTO
C036140,customer,10.004385,105.695254,Can Tho,CTO
C015347,customer,9.997586,105.756636,Can Tho,CTO
C033505,customer,9.993482,105.691386,Can Tho,CTO
C019900,customer,10.033542,105.732969,Can Tho,CTO
C031590,customer,10.009095,105.759446,Can Tho,CTO
C026866,customer,10.056021,105.705401,Can Tho,CTO
C028919,customer,10.019404,105.753164,Can Tho,CTO
C033504,customer,10.000193,105.766246,Can Tho,CTO
C017134,customer,9.993284,105.762709,Can Tho,CTO
C021970,customer,10.103614,105.729761,Can Tho,CTO
C049479,customer,10.012137,105.693978,Can Tho,CTO
C038811,customer,10.023915,105.686182,Can Tho,CTO
C004611,customer,10.103622,105.756596,Can Tho,CTO
C034793,customer,10.015487,105.724241,Can Tho,CTO
C021523,customer,10.002826,105.720571,Can Tho,CTO
C032238,customer,10.083911,105.777663,Can Tho,CTO
C024602,customer,10.057285,105.746765,Can Tho,CTO
C025242,customer,10.061345,105.734917,Can Tho,CTO
C001657,customer,10.086646,105.733651,Can Tho,CTO
C042352,customer,9.992639,105.704797,Can Tho,CTO
C006348,customer,10.028754,105.717948,Can Tho,CTO
C002421,customer,10.004488,105.786136,Can Tho,CTO
C022824,customer,10.010451,105.773062,Can Tho,CTO
C020853,customer,10.063851,105.716326,Can Tho,CTO
C036933,customer,10.013658,105.697137,Can Tho,CTO
C019123,customer,10.013906,105.72658,Can Tho,CTO
C002352,customer,10.103447,105.728287,Can Tho,CTO
C011286,customer,10.055228,105.744201,Can Tho,CTO
C031145,customer,10.045246,105.803354,Can Tho,CTO
C041445,customer,10.036297,105.756545,Can Tho,CTO
C010831,customer,10.088749,105.787453,Can Tho,CTO
C007531,customer,10.045075,105.713999,Can Tho,CTO
C049230,customer,10.024008,105.769313,Can Tho,CTO
C011605,customer,9.989249,105.799642,Can Tho,CTO
C008033,customer,10.098664,105.802944,Can Tho,CTO
C034874,customer,10.035536,105.740637,Can Tho,CTO
C001871,customer,10.081813,105.771479,Can Tho,CTO
C036530,customer,10.052627,105.724192,Can Tho,CTO
C016162,customer,10.04282,105.801102,Can Tho,CTO
C019853,customer,10.104048,105.722589,Can Tho,CTO
C033803,customer,10.076113,105.79121,Can Tho,CTO
C011890,customer,10.025323,105.78748,Can Tho,CTO
C030274,customer,10.045414,105.724912,Can Tho,CTO
C006980,customer,10.065009,105.702795,Can Tho,CTO
C034561,customer,10.041864,105.78237,Can Tho,CTO
C036315,customer,9.988437,105.759366,Can Tho,CTO
C024496,customer,10.003626,105.759239,Can Tho,CTO
C026852,customer,10.045524,105.768512,Can Tho,CTO
C007868,customer,10.059059,105.787603,Can Tho,CTO
C034908,customer,10.048273,105.701801,Can Tho,CTO
C046031,customer,10.104928,105.749312,Can Tho,CTO
C018922,customer,10.064346,105.760528,Can Tho,CTO
C034353,customer,10.02857,105.765132,Can Tho,CTO
C009517,customer,10.027928,105.774146,Can Tho,CTO
C008117,customer,10.040064,105.705104,Can Tho,CTO
C047729,customer,10.052201,105.68725,Can Tho,CTO
C025810,customer,10.004304,105.72449,Can Tho,CTO
C023855,customer,10.015374,105.773522,Can Tho,CTO
C014057,customer,10.082023,105.799801,Can Tho,CTO
C047200,customer,10.012867,105.740321,Can Tho,CTO
C000614,customer,10.074117,105.758229,Can Tho,CTO
C023632,customer,10.088249,105.691256,Can Tho,CTO
C011812,customer,10.047797,105.717502,Can Tho,CTO
C044882,customer,10.007677,105.731254,Can Tho,CTO
C009630,customer,10.036634,105.740959,Can Tho,CTO
C026788,customer,10.086822,105.776847,Can Tho,CTO
C030253,customer,9.999281,105.721537,Can Tho,CTO
C036215,customer,10.079325,105.759248,Can Tho,CTO
C029466,customer,10.101686,105.799953,Can Tho,CTO
C028951,customer,9.986817,105.778082,Can Tho,CTO
C034985,customer,9.988679,105.690921,Can Tho,CTO
C039814,customer,10.102404,105.688539,Can Tho,CTO
C035429,customer,10.1006,105.718438,Can Tho,CTO
C015530,customer,9.988658,105.719042,Can Tho,CTO
C049703,customer,10.014894,105.699682,Can Tho,CTO
C032326,customer,9.992952,105.692499,Can Tho,CTO
C016185,customer,10.007905,105.714003,Can Tho,CTO
C047011,customer,9.988204,105.695878,Can Tho,CTO
C027206,customer,10.042081,105.779184,Can Tho,CTO
C013763,customer,10.076925,105.718501,Can Tho,CTO
C046244,customer,10.04945,105.71396,Can Tho,CTO
C024889,customer,10.048073,105.729937,Can Tho,CTO
C031149,customer,10.086104,105.742665,Can Tho,CTO
C045410,customer,10.047149,105.701701,Can Tho,CTO
C040824,customer,10.099119,105.714206,Can Tho,CTO
C026037,customer,10.03005,105.753745,Can Tho,CTO
C040346,customer,10.009447,105.719771,Can Tho,CTO
C038542,customer,10.088795,105.783782,Can Tho,CTO
C028578,customer,10.095385,105.705538,Can Tho,CTO
C028939,customer,10.020471,105.761327,Can Tho,CTO
C033254,customer,10.021872,105.778546,Can Tho,CTO
C030032,customer,10.029247,105.715904,Can Tho,CTO
C048699,customer,9.995895,105.743627,Can Tho,CTO
C016676,customer,10.091403,105.765471,Can Tho,CTO
C039301,customer,10.08444,105.734456,Can Tho,CTO
C030421,customer,10.09148,105.757371,Can Tho,CTO
C015665,customer,10.08706,105.713893,Can Tho,CTO
C011233,customer,10.046663,105.707081,Can Tho,CTO
C011897,customer,10.091361,105.758293,Can Tho,CTO
C033429,customer,10.089511,105.71102,Can Tho,CTO
C012891,customer,10.06872,105.723289,Can Tho,CTO
C046919,customer,10.095501,105.714506,Can Tho,CTO
C024283,customer,10.031814,105.696552,Can Tho,CTO
C014446,customer,10.028827,105.707985,Can Tho,CTO
C016795,customer,10.100763,105.741263,Can Tho,CTO
C032927,customer,9.988829,105.800053,Can Tho,CTO
C002660,customer,10.099631,105.705585,Can Tho,CTO
C022355,customer,10.034349,105.783088,Can Tho,CTO
C000673,customer,10.0493,105.803454,Can Tho,CTO
C025635,customer,10.014876,105.773335,Can Tho,CTO
C033521,customer,10.010586,105.789107,Can Tho,CTO
C048961,customer,9.990765,105.691766,Can Tho,CTO
C030912,customer,10.009847,105.765067,Can Tho,CTO
C009766,customer,10.103065,105.711853,Can Tho,CTO
C045618,customer,10.011484,105.762827,Can Tho,CTO
C015357,customer,10.074907,105.799099,Can Tho,CTO
C013842,customer,10.064441,105.732879,Can Tho,CTO
C033846,customer,10.100746,105.743921,Can Tho,CTO
C018780,customer,10.044938,105.759194,Can Tho,CTO
C032077,customer,10.089172,105.736575,Can Tho,CTO
C043743,customer,10.076626,105.712668,Can Tho,CTO
C007534,customer,10.098995,105.798486,Can Tho,CTO
C024204,customer,10.031945,105.732249,Can Tho,CTO
C022189,customer,10.01152,105.700733,Can Tho,CTO
C036656,customer,10.076093,105.689843,Can Tho,CTO
C012067,customer,10.053012,105.70317,Can Tho,CTO
C013857,customer,10.049431,105.756282,Can Tho,CTO
C002242,customer,10.037487,105.791854,Can Tho,CTO
C023070,customer,10.077879,105.753945,Can Tho,CTO
C032641,customer,10.025283,105.713292,Can Tho,CTO
C034424,customer,9.98796,105.766179,Can Tho,CTO
C017805,customer,10.021538,105.76106,Can Tho,CTO
C047986,customer,10.004752,105.759799,Can Tho,CTO
C018761,customer,10.042327,105.740159,Can Tho,CTO
C021442,customer,10.034673,105.708393,Can Tho,CTO
C002821,customer,10.006426,105.720016,Can Tho,CTO
C023830,customer,9.987318,105.781228,Can Tho,CTO
C006884,customer,10.053089,105.769487,Can Tho,CTO
C019321,customer,10.082418,105.801287,Can Tho,CTO
C040410,customer,10.073351,105.690102,Can Tho,CTO
C046767,customer,10.050664,105.76233,Can Tho,CTO
C008937,customer,10.103559,105.769172,Can Tho,CTO
C044085,customer,10.08856,105.74569,Can Tho,CTO
C023428,customer,10.022415,105.759048,Can Tho,CTO
C042883,customer,10.08413,105.749521,Can Tho,CTO
C045574,customer,10.034292,105.777845,Can Tho,CTO
C024994,customer,10.093669,105.754613,Can Tho,CTO
C013363,customer,10.101915,105.795752,Can Tho,CTO
C002619,customer,10.087714,105.687875,Can Tho,CTO
C024384,customer,10.020408,105.699622,Can Tho,CTO
C007343,customer,9.986052,105.766788,Can Tho,CTO
C004015,customer,10.07027,105.787799,Can Tho,CTO
C007767,customer,10.019423,105.709955,Can Tho,CTO
C002962,customer,10.057257,105.762263,Can Tho,CTO
C016014,customer,10.000821,105.800318,Can Tho,CTO
C011952,customer,9.993775,105.715051,Can Tho,CTO
C040502,customer,10.010973,105.80469,Can Tho,CTO
C038059,customer,10.079031,105.74348,Can Tho,CTO
C001280,customer,9.985881,105.782386,Can Tho,CTO
C030031,customer,10.009289,105.701352,Can Tho,CTO
C013948,customer,10.008238,105.720339,Can Tho,CTO
C034713,customer,10.059099,105.725915,Can Tho,CTO
C026009,customer,10.050631,105.701513,Can Tho,CTO
C015968,customer,10.050916,105.794749,Can Tho,CTO
C046080,customer,10.094699,105.766213,Can Tho,CTO
C006142,customer,10.053086,105.716297,Can Tho,CTO
C026839,customer,10.032511,105.704957,Can Tho,CTO
C027639,customer,10.02136,105.795748,Can Tho,CTO
C016896,customer,10.034491,105.71505,Can Tho,CTO
C049739,customer,10.061362,105.735973,Can Tho,CTO
C043273,customer,10.096036,105.720358,Can Tho,CTO
C041026,customer,10.058197,105.774191,Can Tho,CTO
C004531,customer,10.093836,105.744406,Can Tho,CTO
C001558,customer,10.009072,105.74908,Can Tho,CTO
C014485,customer,10.064911,105.722801,Can Tho,CTO
C014634,customer,10.04037,105.68702,Can Tho,CTO
C031449,customer,10.036901,105.763182,Can Tho,CTO
C013554,customer,10.021875,105.700603,Can Tho,CTO
C047557,customer,10.021874,105.777026,Can Tho,CTO
C000316,customer,10.001689,105.718467,Can Tho,CTO
C046093,customer,10.091058,105.799244,Can Tho,CTO
C025171,customer,10.078097,105.696736,Can Tho,CTO
C035652,customer,10.039756,105.706549,Can Tho,CTO
C008924,customer,10.024071,105.755221,Can Tho,CTO
C005343,customer,9.996196,105.803859,Can Tho,CTO
C028728,customer,10.002692,105.777773,Can Tho,CTO
C005945,customer,10.059168,105.789384,Can Tho,CTO
C013748,customer,10.036474,105.763357,Can Tho,CTO
C001039,customer,9.996527,105.698287,Can Tho,CTO
C003610,customer,10.070579,105.805039,Can Tho,CTO
C034162,customer,10.073975,105.716647,Can Tho,CTO
C016560,customer,10.022253,105.724631,Can Tho,CTO
C018023,customer,10.002089,105.738966,Can Tho,CTO
C047657,customer,9.993355,105.738509,Can Tho,CTO
C030932,customer,10.043544,105.727362,Can Tho,CTO
C011149,customer,10.091944,105.780794,Can Tho,CTO
C006819,customer,10.053919,105.756522,Can Tho,CTO
C040913,customer,9.997486,105.798581,Can Tho,CTO
C020014,customer,10.09795,105.702403,Can Tho,CTO
C018664,customer,10.097688,105.719869,Can Tho,CTO
C039078,customer,10.046623,105.771971,Can Tho,CTO
C039774,customer,9.996507,105.724938,Can Tho,CTO
C035357,customer,10.09643,105.763039,Can Tho,CTO
C036172,customer,10.055083,105.754133,Can Tho,CTO
C049388,customer,10.039407,105.783059,Can Tho,CTO
C018921,customer,10.051164,105.766458,Can Tho,CTO
C029746,customer,10.045931,105.730793,Can Tho,CTO
C037342,customer,10.044597,105.759146,Can Tho,CTO
C049023,customer,10.067554,105.760948,Can Tho,CTO
C016423,customer,10.090537,105.692397,Can Tho,CTO
C012106,customer,10.081007,105.746194,Can Tho,CTO
C028840,customer,10.01227,105.749543,Can Tho,CTO
C048252,customer,10.053641,105.736843,Can Tho,CTO
C017477,customer,10.104091,105.718267,Can Tho,CTO
C028440,customer,10.089212,105.700597,Can Tho,CTO
C028779,customer,10.042749,105.731527,Can Tho,CTO
C001374,customer,10.04833,105.750316,Can Tho,CTO
C011434,customer,9.997627,105.787843,Can Tho,CTO
C044299,customer,10.075314,105.76991,Can Tho,CTO
C008812,customer,10.071453,105.747061,Can Tho,CTO
C020080,customer,10.088024,105.745637,Can Tho,CTO
C005239,customer,10.087984,105.712354,Can Tho,CTO
C010089,customer,10.012211,105.725002,Can Tho,CTO
C039504,customer,10.033672,105.702366,Can Tho,CTO
C017946,customer,10.073768,105.737602,Can Tho,CTO
C038339,customer,10.045698,105.775367,Can Tho,CTO
C038300,customer,10.002212,105.731581,Can Tho,CTO
C023463,customer,10.089802,105.767391,Can Tho,CTO
C035687,customer,9.985145,105.802922,Can Tho,CTO
C003428,customer,9.989706,105.790863,Can Tho,CTO
C022874,customer,10.073214,105.764996,Can Tho,CTO
C006735,customer,10.024874,105.799536,Can Tho,CTO
C006745,customer,10.043225,105.739819,Can Tho,CTO
C021169,customer,10.035755,105.739116,Can Tho,CTO
C036332,customer,10.03364,105.699428,Can Tho,CTO
C004406,customer,10.09215,105.722546,Can Tho,CTO
C020233,customer,10.095967,105.779335,Can Tho,CTO
C034558,customer,10.060273,105.771265,Can Tho,CTO
C045251,customer,9.995983,105.791963,Can Tho,CTO
C040707,customer,10.079733,105.698836,Can Tho,CTO
C008254,customer,10.028432,105.779342,Can Tho,CTO
C040548,customer,10.018804,105.720804,Can Tho,CTO
C043395,customer,10.088068,105.711568,Can Tho,CTO
C046612,customer,10.015544,105.706918,Can Tho,CTO
C040292,customer,10.02737,105.74933,Can Tho,CTO
C027324,customer,10.020731,105.733966,Can Tho,CTO
C021522,customer,10.069575,105.690321,Can Tho,CTO
C024630,customer,10.092596,105.70579,Can Tho,CTO
C001927,customer,9.988365,105.802811,Can Tho,CTO
C046736,customer,10.006207,105.75347,Can Tho,CTO
C012407,customer,10.085048,105.690526,Can Tho,CTO
C012177,customer,10.052142,105.763263,Can Tho,CTO
C005975,customer,10.029373,105.788094,Can Tho,CTO
C049499,customer,10.025223,105.730476,Can Tho,CTO
C004137,customer,10.101528,105.746953,Can Tho,CTO
C020911,customer,10.027825,105.72344,Can Tho,CTO
C028897,customer,10.066866,105.774181,Can Tho,CTO
C024573,customer,10.070622,105.753726,Can Tho,CTO
C046768,customer,10.021905,105.805123,Can Tho,CTO
C004591,customer,9.990099,105.738243,Can Tho,CTO
C043550,customer,10.031185,105.732838,Can Tho,CTO
C037661,customer,10.093727,105.704468,Can Tho,CTO
C028112,customer,10.074399,105.739751,Can Tho,CTO
C022257,customer,9.998888,105.742423,Can Tho,CTO
C009900,customer,9.995106,105.757335,Can Tho,CTO
C016198,customer,10.066948,105.7462,Can Tho,CTO
C032340,customer,10.058057,105.724939,Can Tho,CTO
C045095,customer,10.092028,105.699799,Can Tho,CTO
C039384,customer,10.035517,105.691285,Can Tho,CTO
C006432,customer,10.074544,105.686879,Can Tho,CTO
C015592,customer,10.064708,105.729379,Can Tho,CTO
C031255,customer,9.989914,105.695497,Can Tho,CTO
C005547,customer,9.999235,105.727988,Can Tho,CTO
C015797,customer,10.079328,105.739925,Can Tho,CTO
C004554,customer,10.012151,105.748707,Can Tho,CTO
C017057,customer,9.988614,105.733442,Can Tho,CTO
C003470,customer,10.033706,105.778867,Can Tho,CTO
C033588,customer,10.022872,105.744609,Can Tho,CTO
C030923,customer,10.001266,105.766981,Can Tho,CTO
C021396,customer,10.011179,105.781441,Can Tho,CTO
C005109,customer,9.985401,105.720557,Can Tho,CTO
C035838,customer,10.032551,105.775586,Can Tho,CTO
C016894,customer,10.000551,105.687631,Can Tho,CTO
C038440,customer,10.025774,105.787997,Can Tho,CTO
C010930,customer,10.068775,105.778538,Can Tho,CTO
C036688,customer,9.98761,105.803295,Can Tho,CTO
C043894,customer,10.082247,105.691449,Can Tho,CTO
C001030,customer,9.991889,105.720095,Can Tho,CTO
C019357,customer,10.011402,105.742998,Can Tho,CTO
C044011,customer,10.030646,105.702156,Can Tho,CTO
C023971,customer,10.020329,105.776732,Can Tho,CTO
C018753,customer,9.996024,105.746632,Can Tho,CTO
C018508,customer,10.009283,105.700597,Can Tho,CTO
C011105,customer,10.042392,105.801459,Can Tho,CTO
C020250,customer,10.059777,105.728483,Can Tho,CTO
C000855,customer,10.048485,105.778969,Can Tho,CTO
C012176,customer,10.05247,105.769716,Can Tho,CTO
C002439,customer,10.097806,105.789533,Can Tho,CTO
C037176,customer,10.08642,105.719127,Can Tho,CTO
C020217,customer,10.045716,105.698445,Can Tho,CTO
C010203,customer,10.019876,105.69098,Can Tho,CTO
C030725,customer,10.040133,105.750823,Can Tho,CTO
C022644,customer,10.077483,105.78049,Can Tho,CTO
C025311,customer,10.059546,105.722905,Can Tho,CTO
C022620,customer,10.017549,105.802937,Can Tho,CTO
C002905,customer,10.047647,105.726269,Can Tho,CTO
C017595,customer,10.103668,105.726021,Can Tho,CTO
C040279,customer,10.097156,105.763766,Can Tho,CTO
C034614,customer,9.986929,105.755081,Can Tho,CTO
C028536,customer,10.048071,105.728639,Can Tho,CTO
C028781,customer,10.037284,105.739537,Can Tho,CTO
C042967,customer,10.055361,105.730313,Can Tho,CTO
C024389,customer,10.014424,105.691553,Can Tho,CTO
C020345,customer,9.985227,105.763475,Can Tho,CTO
C047937,customer,10.06942,105.769036,Can Tho,CTO
C014541,customer,10.055188,105.801992,Can Tho,CTO
C044833,customer,10.096462,105.694042,Can Tho,CTO
C002269,customer,10.067854,105.772673,Can Tho,CTO
C001215,customer,10.070657,105.740406,Can Tho,CTO
C036953,customer,10.02284,105.788697,Can Tho,CTO
C023523,customer,10.069782,105.705797,Can Tho,CTO
C029791,customer,10.04211,105.708824,Can Tho,CTO
C029918,customer,10.084106,105.699343,Can Tho,CTO
C041674,customer,10.039037,105.703978,Can Tho,CTO
C028563,customer,9.998774,105.751061,Can Tho,CTO
C035944,customer,10.050548,105.754053,Can Tho,CTO
C024327,customer,10.008941,105.784166,Can Tho,CTO
C038022,customer,9.988391,105.742177,Can Tho,CTO
C030746,customer,9.989949,105.707472,Can Tho,CTO
C017825,customer,9.999879,105.701561,Can Tho,CTO
C026358,customer,9.988459,105.761066,Can Tho,CTO
C030887,customer,10.023613,105.742464,Can Tho,CTO
C030015,customer,10.082611,105.803838,Can Tho,CTO
C048917,customer,10.044237,105.752746,Can Tho,CTO
C027745,customer,10.014512,105.750255,Can Tho,CTO
C020706,customer,10.083,105.690272,Can Tho,CTO
C045079,customer,9.998957,105.731348,Can Tho,CTO
C012843,customer,10.020132,105.704198,Can Tho,CTO
C005996,customer,10.042972,105.698557,Can Tho,CTO
C047110,customer,10.02695,105.733409,Can Tho,CTO
C019989,customer,10.05006,105.690252,Can Tho,CTO
C040148,customer,9.994222,105.753431,Can Tho,CTO
C027668,customer,10.03887,105.779003,Can Tho,CTO
C015618,customer,9.986659,105.746106,Can Tho,CTO
C036737,customer,10.065122,105.701804,Can Tho,CTO
C040349,customer,10.055413,105.719376,Can Tho,CTO
C002673,customer,10.060379,105.750227,Can Tho,CTO
C013336,customer,10.049693,105.72636,Can Tho,CTO
C048568,customer,10.091944,105.756518,Can Tho,CTO
C011596,customer,10.074191,105.699165,Can Tho,CTO
C032199,customer,10.064556,105.768952,Can Tho,CTO
C034816,customer,10.048172,105.748053,Can Tho,CTO
C009505,customer,10.068543,105.712414,Can Tho,CTO
C044235,customer,10.096747,105.709853,Can Tho,CTO
C044365,customer,10.018604,105.7693,Can Tho,CTO
C033838,customer,10.078249,105.7302,Can Tho,CTO
C015251,customer,10.096261,105.731475,Can Tho,CTO
C006588,customer,10.018406,105.795699,Can Tho,CTO
C007714,customer,10.079231,105.767429,Can Tho,CTO
C023433,customer,10.091996,105.734183,Can Tho,CTO
C012706,customer,10.08339,105.792502,Can Tho,CTO
C049514,customer,10.004554,105.720823,Can Tho,CTO
C044297,customer,10.002243,105.69176,Can Tho,CTO
C006726,customer,10.055036,105.715289,Can Tho,CTO
C019078,customer,10.08253,105.709174,Can Tho,CTO
C009834,customer,9.988378,105.791231,Can Tho,CTO
C033541,customer,10.078447,105.734551,Can Tho,CTO
C034719,customer,10.065588,105.794409,Can Tho,CTO
C005351,customer,10.057341,105.692332,Can Tho,CTO
C001392,customer,10.036365,105.740731,Can Tho,CTO
C049378,customer,10.031615,105.730836,Can Tho,CTO
C019318,customer,10.071033,105.754506,Can Tho,CTO
C030013,customer,10.024025,105.778179,Can Tho,CTO
C010549,customer,9.995078,105.761589,Can Tho,CTO
C017654,customer,10.090308,105.690717,Can Tho,CTO
C017316,customer,10.03698,105.780824,Can Tho,CTO
C001199,customer,9.987113,105.800187,Can Tho,CTO
C044260,customer,10.012101,105.709595,Can Tho,CTO
C016197,customer,10.073501,105.723771,Can Tho,CTO
C046432,customer,10.095872,105.747517,Can Tho,CTO
C037904,customer,10.0893,105.782229,Can Tho,CTO
C043990,customer,10.099314,105.72736,Can Tho,CTO
C014145,customer,10.042517,105.722315,Can Tho,CTO
C020878,customer,10.057417,105.724997,Can Tho,CTO
C043547,customer,10.100688,105.739086,Can Tho,CTO
C046973,customer,10.082486,105.7253,Can Tho,CTO
C048185,customer,10.058835,105.700497,Can Tho,CTO
C016975,customer,10.074818,105.764851,Can Tho,CTO
C026798,customer,9.98668,105.745239,Can Tho,CTO
C045666,customer,9.998116,105.783907,Can Tho,CTO
C038413,customer,10.073753,105.693164,Can Tho,CTO
C012712,customer,9.993521,105.770377,Can Tho,CTO
C005863,customer,10.07516,105.759429,Can Tho,CTO
C049610,customer,10.035654,105.741035,Can Tho,CTO
C037361,customer,10.001772,105.712045,Can Tho,CTO
C038449,customer,10.006337,105.749724,Can Tho,CTO
C004758,customer,10.051294,105.735401,Can Tho,CTO
C046874,customer,10.045179,105.704232,Can Tho,CTO
C024046,customer,10.056724,105.705307,Can Tho,CTO
C031173,customer,10.029396,105.692907,Can Tho,CTO
C013014,customer,10.021216,105.728004,Can Tho,CTO
C019919,customer,9.988878,105.751544,Can Tho,CTO
C049909,customer,10.042863,105.804325,Can Tho,CTO
C008460,customer,9.987905,105.772958,Can Tho,CTO
C044354,customer,10.035045,105.728916,Can Tho,CTO
C049916,customer,10.085859,105.786491,Can Tho,CTO
C045528,customer,10.035544,105.796096,Can Tho,CTO
C031697,customer,10.024492,105.784378,Can Tho,CTO
C037327,customer,9.986179,105.726863,Can Tho,CTO
C048221,customer,10.071161,105.696212,Can Tho,CTO
C037800,customer,10.013399,105.784382,Can Tho,CTO
C044711,customer,10.018484,105.779101,Can Tho,CTO
C010942,customer,10.068839,105.747244,Can Tho,CTO
C006945,customer,10.014809,105.708505,Can Tho,CTO
C001079,customer,10.015381,105.740549,Can Tho,CTO
C032418,customer,10.013592,105.692716,Can Tho,CTO
C045563,customer,10.030536,105.70488,Can Tho,CTO
C015136,customer,10.055669,105.791461,Can Tho,CTO
C014082,customer,10.039298,105.761435,Can Tho,CTO
C033879,customer,10.021548,105.751467,Can Tho,CTO
C033493,customer,10.001096,105.729712,Can Tho,CTO
C028799,customer,9.990227,105.690799,Can Tho,CTO
C023331,customer,10.0685,105.779457,Can Tho,CTO
C027536,customer,10.080729,105.69423,Can Tho,CTO
C031637,customer,10.080191,105.697852,Can Tho,CTO
C042756,customer,9.997067,105.770748,Can Tho,CTO
C013495,customer,10.067144,105.720802,Can Tho,CTO
C035575,customer,10.016517,105.789086,Can Tho,CTO
C021232,customer,10.048526,105.782839,Can Tho,CTO
C011585,customer,10.032135,105.698096,Can Tho,CTO
C018384,customer,9.997449,105.728153,Can Tho,CTO
C028172,customer,10.102077,105.721779,Can Tho,CTO
C003001,customer,9.989024,105.735972,Can Tho,CTO
C018869,customer,10.061383,105.749826,Can Tho,CTO
C029381,customer,10.062105,105.784862,Can Tho,CTO
C014469,customer,9.993024,105.713927,Can Tho,CTO
C045648,customer,10.02283,105.761316,Can Tho,CTO
C034432,customer,9.990775,105.728152,Can Tho,CTO
C001895,customer,10.094761,105.774569,Can Tho,CTO
C040730,customer,10.037266,105.686836,Can Tho,CTO
C023437,customer,10.040948,105.79781,Can Tho,CTO
C003159,customer,10.03454,105.737547,Can Tho,CTO
C027334,customer,10.095038,105.784487,Can Tho,CTO
C040546,customer,10.08826,105.701149,Can Tho,CTO
C025062,customer,10.007504,105.784187,Can Tho,CTO
C046132,customer,9.986185,105.744825,Can Tho,CTO
C011939,customer,9.999829,105.727294,Can Tho,CTO
C035914,customer,10.057498,105.71995,Can Tho,CTO
C043352,customer,10.089719,105.780961,Can Tho,CTO
C037978,customer,10.026567,105.743887,Can Tho,CTO
C046087,customer,10.039003,105.786305,Can Tho,CTO
C022648,customer,10.047025,105.716421,Can Tho,CTO
C020438,customer,9.999771,105.717401,Can Tho,CTO
